ID,Date,Date - Clean,Content,ConvoID,Sender,Participants,Participant Count,Participants,Incomplete,ConvoEnd
291,2022-04-07 19:32:49 ( CDT ),44658.81445601852,I'm totally flexible after 530p pacific tomorrow - let me know what works . And yes this is
expected - and I think a good thing to move us in a positive direction . Despite the turmoil
internally - I think this is very helpful in moving the company forward .,52,Parag,"Parag, Self",,"Parag, Self",,
292,2022-04-07 19:33:14 ( CDT ),44658.81474537037,Awesome !,52,Self,"Parag, Self",,"Parag, Self",,
293,2022-04-07 19:34:15 ( CDT ),44658.81545138889,"I have a ton of ideas , but Imk if I'm pushing too hard . I just want Twitter to be maximum
amazing .",52,Self,"Parag, Self",,"Parag, Self",,
294,2022-04-07 19:35:06 ( CDT ),44658.816041666665,I want to hear all the ideas - and I'll tell you which ones I'll make progress on vs. not . And why,52,Parag,"Parag, Self",,"Parag, Self",,
295,2022-04-07 19:35:49 ( CDT ),44658.81653935185,And in this phase - just good to spend as much time with you . + have my Product and Eng
team talk to you to ingest information on both sides .,52,Parag,"Parag, Self",,"Parag, Self",,
296,2022-04-07 19:36:37 ( CDT ),44658.817094907405,I would like to understand the technical details of the Twitter codebase . This will help me
calibrate the dumbness of my suggestions .,52,Self,"Parag, Self",,"Parag, Self",,
297,2022-04-07 19:36:50 ( CDT ),44658.817245370374,I wrote heavy duty software for 20 years,52,Self,"Parag, Self",,"Parag, Self",,
298,2022-04-07 19:37:42 ( CDT ),44658.81784722222,I used to be CTO and have been in our codebase for a long time .,52,Parag,"Parag, Self",,"Parag, Self",,
299,2022-04-07 19:37:57 ( CDT ),44658.818020833336,So I can answer many many of your questions .,52,Parag,"Parag, Self",,"Parag, Self",,
300,2022-04-07 19:38:15 ( CDT ),44658.81822916667,interface way better with engineers who are able to do hardcore programming than with
program manager / MBA types of people .,52,Self,"Parag, Self",,"Parag, Self",,
301,2022-04-07 19:38:25 ( CDT ),44658.818344907406,Liked " I used to be CTO and have been in our codebase for a long time . ",52,Self,"Parag, Self",,"Parag, Self",,
302,2022-04-07 19:38:35 ( CDT ),44658.818460648145,BQ,52,Self,"Parag, Self",,"Parag, Self",,
303,2022-04-07 19:39:09 ( CDT ),44658.81885416667,in our next convo - treat me like an engineer instead of CEO and lets see where we get to . I'll
know after that convo who might be the best engineer to connect you to .,52,Parag,"Parag, Self",,"Parag, Self",,
304,2022-04-07 19:40:18 ( CDT ),44658.819652777776,"Frankly , I hate doing mgmt stuff . I kinda don't think anyone should be the boss of anyone . But
I love helping solve technical / product design problems .",52,Self,"Parag, Self",,"Parag, Self",,
305,2022-04-07 19:40:32 ( CDT ),44658.819814814815,You got it !,52,Self,"Parag, Self",,"Parag, Self",,
306,2022-04-07 19:41:05 ( CDT ),44658.82019675926,Look forward to speaking tomorrow . Do you like calendar invites sent to your email address ?,52,Parag,"Parag, Self",,"Parag, Self",,
307,2022-04-07 19:41:28 ( CDT ),44658.82046296296,Liked " Look forward to speaking tomorrow . Do you like calendar invites sent to your email
address ? ",52,Self,"Parag, Self",,"Parag, Self",,
308,2022-04-07 19:42:25 ( CDT ),44658.821122685185,"I already put the two dates on my calendar , but no problem to send me supplementary stuff .",52,Self,"Parag, Self",,"Parag, Self",,
311,2022-04-08 19:37:37 ( CDT ),44659.81778935185,I'm available starting now if you want to have a chat about engineering at Twitter . Let me
know !,52,Parag,"Parag, Self",,"Parag, Self",,
312,2022-04-08 19:40:28 ( CDT ),44659.819768518515,Call in about 45 mins ?,52,Self,"Parag, Self",,"Parag, Self",,
313,2022-04-08 19:40:38 ( CDT ),44659.81988425926,Liked " Call in about 45 mins ? ",52,Parag,"Parag, Self",,"Parag, Self",,
314,2022-04-08 20:44:17 ( CDT ),44659.86408564815,Will call back shortly,52,Self,"Parag, Self",,"Parag, Self",,
315,2022-04-08 22:10:56 ( CDT ),44659.924259259256,< Attachment - image / png - Screenshot 2022-04-08 at 10.10.09 PM.png >,52,Self,"Parag, Self",,"Parag, Self",,
316,2022-04-08 22:10:56 ( CDT ),44659.924259259256,I am so sick of stuff like this,52,Self,"Parag, Self",,"Parag, Self",,
317,2022-04-08 22:56:00 ( CDT ),44659.955555555556,We should be catching this,52,Parag,"Parag, Self",,"Parag, Self",,
318,2022-04-08 23:14:56 ( CDT ),44659.9687037037,Yeah,52,Self,"Parag, Self",,"Parag, Self",,
323,2022-04-09 10:01:35 ( CDT ),44660.417766203704,"You are free to tweet " is Twitter dying ? " or anything else about Twitter - but it's my
responsibility to tell you that it's not helping me make Twitter better in the current context .
Next time we speak , I'd like to you provide you perspective on the level of internal distraction
right now and how it hurting our ability to do work . I hope the AMA will help people get to
know you , to understand why you believe in Twitter , and to trust you - and I'd like the
company to get to a place where we are more resilient and don't get distracted , but we aren't
there right now .",52,Parag,"Parag, Self",,"Parag, Self",,
324,2022-04-09 10:02:24 ( CDT ),44660.418333333335,What did you get done this week ?,52,Self,"Parag, Self",,"Parag, Self",,
325,2022-04-09 10:03:04 ( CDT ),44660.4187962963,I'm not joining the board . This is a waste of time .,52,Self,"Parag, Self",,"Parag, Self",,
326,2022-04-09 10:03:19 ( CDT ),44660.418969907405,Will make an offer to take Twitter private .,52,Self,"Parag, Self",,"Parag, Self",,
330,2022-04-09 10:07:06 ( CDT ),44660.42159722222,Can we talk ?,52,Parag,"Parag, Self",,"Parag, Self",,
519,2022-04-25 13:29:45 ( CDT ),44676.56232638889,Can I call you later ?,52,Self,"Parag, Self",,"Parag, Self",,
520,2022-04-25 13:30:40 ( CDT ),44676.56296296296,I have the SpaceX exec staff meeting right now . Will be done in half an hour . Do you need to
talk before then ?,52,Self,"Parag, Self",,"Parag, Self",,
521,2022-04-25 13:30:54 ( CDT ),44676.563125,No - can talk in 30 !,52,Parag,"Parag, Self",,"Parag, Self",,
522,2022-04-25 13:33:09 ( CDT ),44676.5646875,Liked " No - can talk in 30 ! ",52,Self,"Parag, Self",,"Parag, Self",,
565,2022-04-26 13:59:18 ( CDT ),44677.58284722222,Good question ...,52,Self,"Parag, Self",,"Parag, Self",,
566,2022-04-26 13:59:21 ( CDT ),44677.58288194444,https://twitter.com/norsemen62/status/1519005154204336128?s=10&t=MKtYFGWu2sSTdo
WWqThEDg,52,Self,"Parag, Self",,"Parag, Self",,
